City,State,Pop,Size
Conneaut ,OH,"12,355",4
Somerton ,AZ,"12,346",4
Herrin ,IL,"12,337",4
Bainbridge ,GA,"12,337",4
Pinehurst,NC,"12,331",4
Gulfport ,FL,"12,327",4
Show Low ,AZ,"12,324",4
Athens ,TX,"12,320",4
Hernando ,MS,"12,318",4
Niceville ,FL,"12,313",4
Kewanee ,IL,"12,302",4
Peru ,IN,"12,301",4
Woodward ,OK,"12,299",4
East Wenatchee ,WA,"12,286",4
Troy ,MO,"12,270",4
Bucyrus ,OH,"12,252",4
Markham ,IL,"12,248",4
Avon,IN,"12,238",4
Taylorville ,IL,"12,238",4
Long Beach ,MS,"12,234",4
Grass Valley ,CA,"12,232",4
Wauconda,IL,"12,219",4
Cleveland ,MS,"12,218",4
Marion ,AR,"12,217",4
Portales ,NM,"12,215",4
Escanaba ,MI,"12,214",4
Grand Terrace ,CA,"12,204",4
Hudson ,WI,"12,196",4
Wanaque,NJ,"12,195",4
Patchogue,NY,"12,194",4
Helena-West Helena ,AR,"12,190",4
Rantoul,IL,"12,189",4
Kelso ,WA,"12,188",4
Ventnor City ,NJ,"12,187",4
Robstown ,TX,"12,179",4
Monroe ,OH,"12,178",4
Franklin Park,PA,"12,172",4
Clawson ,MI,"12,157",4
Middletown,DE,"12,152",4
North Palm Beach,FL,"12,149",4
Green River ,WY,"12,149",4
Marshall ,MO,"12,118",4
Abbeville ,LA,"12,103",4
McFarland ,CA,"12,098",4
Lower Burrell ,PA,"12,087",4
Dunkirk ,NY,"12,085",4
Gladstone ,OR,"12,079",4
Elizabethtown,PA,"12,069",4
West Plains ,MO,"12,045",4
Sauk Rapids ,MN,"12,013",4
Kilgore ,TX,"12,010",4
Hendersonville ,NC,"12,005",4
Mounds View ,MN,"12,005",4
Excelsior Springs ,MO,"12,002",4
Seagoville ,TX,"11,998",4
East Liverpool ,OH,"11,996",4
San Anselmo,CA,"11,986",4
Hidalgo ,TX,"11,984",4
Mount Washington ,KY,"11,980",4
Somersworth ,NH,"11,967",4
South Sioux City ,NE,"11,936",4
Cocoa Beach ,FL,"11,920",4
West Paterson,NJ,"11,908",4
New Providence,NJ,"11,905",4
The Dalles ,OR,"11,897",4
Fort Atkinson ,WI,"11,895",4
East Bethel ,MN,"11,895",4
Plano ,IL,"11,886",4
Red Bank,NJ,"11,866",4
Poquoson ,VA,"11,829",4
Chubbuck ,ID,"11,828",4
Riverview ,MI,"11,817",4
Bastrop ,LA,"11,814",4
Lincolnwood,IL,"11,810",4
Two Rivers ,WI,"11,807",4
Martinsville ,IN,"11,800",4
Picayune ,MS,"11,787",4
Evanston ,WY,"11,781",4
Salem ,OH,"11,781",4
Buford ,GA,"11,780",4
Monticello ,MN,"11,780",4
Mooresville,IN,"11,763",4
Satellite Beach ,FL,"11,762",4
Beaufort ,SC,"11,755",4
Cambridge ,MD,"11,752",4
Lynden ,WA,"11,737",4
Tehachapi ,CA,"11,736",4
Loveland ,OH,"11,734",4
Federal Heights ,CO,"11,732",4
Amherst ,OH,"11,724",4
Plover,WI,"11,720",4
Brown Deer,WI,"11,716",4
Garden City ,ID,"11,713",4
Marysville ,CA,"11,700",4
Larkspur ,CA,"11,693",4
Irmo,SC,"11,684",4
Uniontown ,PA,"11,682",4
Fenton ,MI,"11,678",4
Los Alamitos ,CA,"11,656",4
Henderson ,TX,"11,631",4
King City ,CA,"11,627",4
Coatesville ,PA,"11,624",4
Muskegon Heights ,MI,"11,623",4
Franklin Lakes,NJ,"11,619",4
Seven Hills ,OH,"11,616",4
Grafton,WI,"11,613",4
Fernandina Beach ,FL,"11,610",4
Morgan City ,LA,"11,604",4
Lilburn ,GA,"11,599",4
Sedona ,AZ,"11,599",4
Crossville ,TN,"11,599",4
Mendota Heights ,MN,"11,594",4
Schiller Park,IL,"11,573",4
Red Bank ,TN,"11,573",4
North Liberty ,IA,"11,561",4
Webb City ,MO,"11,532",4
Seabrook ,TX,"11,525",4
Alton ,TX,"11,523",4
Cordele ,GA,"11,518",4
Camden ,AR,"11,512",4
Gloucester City ,NJ,"11,503",4
Eunice ,LA,"11,500",4
Winfield ,KS,"11,497",4
Verona ,WI,"11,486",4
Norton ,OH,"11,472",4
Cornelius ,OR,"11,464",4
Northlake ,IL,"11,462",4
Urbana ,OH,"11,442",4
Haddonfield,NJ,"11,442",4
Port Lavaca ,TX,"11,432",4
Freehold,NJ,"11,425",4
Yazoo City ,MS,"11,425",4
Douglas ,GA,"11,413",4
Cottonwood ,AZ,"11,412",4
Hasbrouck Heights,NJ,"11,410",4
Crestwood ,MO,"11,408",4
Burr Ridge,IL,"11,398",4
Washington ,IN,"11,397",4
Cloquet ,MN,"11,387",4
Ravenna ,OH,"11,381",4
Yeadon,PA,"11,367",4
Ferndale ,WA,"11,359",4
Tuskegee ,AL,"11,357",4
Vidalia ,GA,"11,355",4
Choctaw ,OK,"11,354",4
Coshocton ,OH,"11,353",4
Emmaus,PA,"11,349",4
Azle ,TX,"11,347",4
New Baltimore ,MI,"11,346",4
Somers Point ,NJ,"11,343",4
Fortuna ,CA,"11,329",4
Manassas Park ,VA,"11,319",4
Neosho ,MO,"11,317",4
Fairfield ,AL,"11,316",4
Leeds ,AL,"11,312",4
Elk City ,OK,"11,311",4
Pine Hill,NJ,"11,308",4
Ironton ,OH,"11,307",4
Wallington,NJ,"11,296",4
Shelbyville ,KY,"11,294",4
West Point ,MS,"11,292",4
Waunakee,WI,"11,290",4
Clayton ,CA,"11,278",4
Pontiac ,IL,"11,258",4
Niles ,MI,"11,258",4
Roma ,TX,"11,257",4
North St. Paul ,MN,"11,247",4
Festus ,MO,"11,246",4
Baraboo ,WI,"11,244",4
Canyon Lake ,CA,"11,243",4
Bardstown ,KY,"11,242",4
Lyndon ,KY,"11,242",4
Woodinville ,WA,"11,240",4
Alexandria ,MN,"11,237",4
Fulton ,NY,"11,219",4
Chamblee ,GA,"11,202",4
Munhall,PA,"11,199",4
Lakeway ,TX,"11,193",4
Cambridge ,OH,"11,192",4
River Forest,IL,"11,176",4
Bellmawr,NJ,"11,176",4
Kings Mountain ,NC,"11,175",4
Port Washington ,WI,"11,174",4
Shiloh,IL,"11,173",4
Falls Church ,VA,"11,169",4
Canandaigua ,NY,"11,168",4
Portland ,TN,"11,154",4
Dobbs Ferry,NY,"11,134",4
Glen Rock,NJ,"11,131",4
Arkadelphia ,AR,"11,130",4
Scotts Valley ,CA,"11,128",4
Little Chute,WI,"11,121",4
Ogdensburg ,NY,"11,119",4
Lighthouse Point ,FL,"11,118",4
Beachwood ,OH,"11,108",4
Lancaster,NY,"11,108",4
Cedarburg ,WI,"11,101",4
Fredericksburg ,TX,"11,098",4
Bluefield ,WV,"11,093",4
Suffern,NY,"11,088",4
Fox Lake,IL,"11,087",4
Magnolia ,AR,"11,081",4
Chino Valley,AZ,"11,078",4
Glenn Heights ,TX,"11,078",4
Mexico ,MO,"11,074",4
Arkansas City ,KS,"11,070",4
Oskaloosa ,IA,"11,069",4
Parsons ,KS,"11,065",4
Kingsburg ,CA,"11,064",4
Port Royal,SC,"11,064",4
Fredonia,NY,"11,064",4
Vidor ,TX,"11,063",4
Crestwood,IL,"11,051",4
Guthrie ,OK,"11,043",4
Plymouth ,IN,"11,038",4
Worthington ,MN,"11,036",4
Huron ,SD,"11,033",4
Campton Hills,IL,"11,031",4
Tarrytown,NY,"11,031",4
Pompton Lakes,NJ,"11,031",4
Haverstraw,NY,"11,029",4
Fairburn ,GA,"11,024",4
Bolivar ,MO,"11,013",4
Blackfoot ,ID,"11,012",4
Campbellsville ,KY,"11,010",4
Lewisburg ,TN,"11,003",4
Rochester ,MI,"11,002",4
St. Albans ,WV,"10,996",4
Artesia ,NM,"10,994",4
Ontario ,OR,"10,991",4
Spencer ,IA,"10,986",4
Cedar Lake,IN,"10,981",4
Wood River ,IL,"10,973",4
Healdsburg ,CA,"10,971",4
St. Peter ,MN,"10,971",4
South Lyon ,MI,"10,959",4
Grosse Pointe Park ,MI,"10,956",4
Lake Grove,NY,"10,948",4
Burlington ,WI,"10,930",4
Vernon ,TX,"10,924",4
Sturgis ,MI,"10,916",4
Newberry ,SC,"10,907",4
Fort Madison ,IA,"10,897",4
Signal Hill ,CA,"10,882",4
Suamico,WI,"10,881",4
Sedro-Woolley ,WA,"10,871",4
Trenton ,OH,"10,866",4
Lincolnton ,NC,"10,859",4
West Richland ,WA,"10,857",4
Ridgefield,NJ,"10,851",4
Camp Verde,AZ,"10,849",4
Hillsborough,CA,"10,844",4
Beachwood,NJ,"10,835",4
Sierra Madre ,CA,"10,834",4
Wabash ,IN,"10,815",4
Benton Harbor ,MI,"10,814",4
Merriam ,KS,"10,814",4
Palatka ,FL,"10,813",4
Indianola ,MS,"10,805",4
Marinette ,WI,"10,800",4
Manville,NJ,"10,800",4
Maryville ,MO,"10,800",4
Lawrenceburg ,TN,"10,778",4
El Campo ,TX,"10,773",4
Clute ,TX,"10,765",4
Vermilion ,OH,"10,754",4
Calera ,AL,"10,742",4
Norcross ,GA,"10,737",4
Galion ,OH,"10,737",4
Struthers ,OH,"10,734",4
Greensburg ,IN,"10,730",4
Oneida ,NY,"10,723",4
Sebring ,FL,"10,714",4
Town and Country ,MO,"10,710",4
South Miami ,FL,"10,707",4
Kennett ,MO,"10,707",4
Guymon ,OK,"10,702",4
Westwood,NJ,"10,699",4
Lansing ,KS,"10,691",4
Enumclaw ,WA,"10,684",4
Chatham,IL,"10,676",4
River Edge,NJ,"10,674",4
Webster ,TX,"10,665",4
Bonham ,TX,"10,660",4
Sweetwater ,TX,"10,657",4
Orange Cove ,CA,"10,641",4
Lansdowne,PA,"10,638",4
Lincoln Park,NJ,"10,635",4
Aliquippa ,PA,"10,631",4
Mebane ,NC,"10,624",4
Totowa,NJ,"10,621",4
Grand Haven ,MI,"10,608",4
Oil City ,PA,"10,598",4
Dallas ,GA,"10,584",4
Petal ,MS,"10,575",4
Richmond Hill ,GA,"10,571",4
Lindsay ,CA,"10,571",4
Union City ,TN,"10,569",4
Loganville ,GA,"10,562",4
Keansburg,NJ,"10,550",4
Superior,CO,"10,549",4
Fort Morgan ,CO,"10,539",4
Massena,NY,"10,539",4
Anderson ,CA,"10,538",4
Vienna ,WV,"10,536",4
Jennings ,LA,"10,529",4
Guttenberg,NJ,"10,528",4
Reading ,OH,"10,523",4
Minooka,IL,"10,514",4
Coldwater ,MI,"10,514",4
Vermillion ,SD,"10,495",4
Bedford Heights ,OH,"10,485",4
Piedmont ,CA,"10,481",4
Monroe ,WI,"10,481",4
Santa Fe ,TX,"10,479",4
Little Ferry,NJ,"10,477",4
Waupun ,WI,"10,469",4
East Grand Rapids ,MI,"10,467",4
Lindon ,UT,"10,466",4
Alpena ,MI,"10,465",4
Jesup ,GA,"10,459",4
Montgomery ,OH,"10,458",4
Kendallville ,IN,"10,452",4
Woodbury ,NJ,"10,450",4
East Rockaway,NY,"10,438",4
Macedonia ,OH,"10,435",4
Worth,IL,"10,426",4
Steger,IL,"10,421",4
Burkburnett ,TX,"10,418",4
North Branch ,MN,"10,417",4
Brooklyn ,OH,"10,410",4
Snyder ,TX,"10,406",4
Atchison ,KS,"10,402",4
Wyomissing,PA,"10,399",4
Mount Kisco,NY,"10,393",4
East Stroudsburg,PA,"10,390",4
Keokuk ,IA,"10,387",4
Cheney ,WA,"10,385",4
Springdale ,OH,"10,384",4
Hope ,AR,"10,378",4
Barrington,IL,"10,374",4
Bound Brook,NJ,"10,365",4
Haysville ,KS,"10,364",4
Lumberton ,TX,"10,354",4
Grain Valley ,MO,"10,352",4
Andover ,KS,"10,351",4
Mendota ,CA,"10,339",4
Morro Bay ,CA,"10,333",4
Silver City,NM,"10,329",4
Robinson ,TX,"10,327",4
Brownsville ,TN,"10,316",4
Coffeyville ,KS,"10,312",4
Denham Springs ,LA,"10,308",4
Davidson,NC,"10,305",4
Platteville ,WI,"10,297",4
Boerne ,TX,"10,283",4
Corning ,NY,"10,281",4
Leon Valley ,TX,"10,269",4
Doraville ,GA,"10,268",4
Coolidge ,AZ,"10,261",4
Tarboro,NC,"10,257",4
Big Rapids ,MI,"10,257",4
Wasilla ,AK,"10,256",4
Celina ,OH,"10,255",4
Sauk Village,IL,"10,254",4
Pleasant Grove ,AL,"10,254",4
West Haverstraw,NY,"10,252",4
Lyons,IL,"10,250",4
Gulf Shores ,AL,"10,248",4
Cadillac ,MI,"10,245",4
Bellefontaine Neighbors ,MO,"10,241",4
Tomball ,TX,"10,234",4
Newman ,CA,"10,226",4
Summit,IL,"10,223",4
Fairmont ,MN,"10,221",4
Berwick,PA,"10,216",4
Sleepy Hollow,NY,"10,212",4
Van Wert ,OH,"10,211",4
Martin ,TN,"10,208",4
Pella ,IA,"10,208",4
Galena Park ,TX,"10,207",4
Nanticoke ,PA,"10,199",4
Shasta Lake ,CA,"10,192",4
Mayfield ,KY,"10,186",4
Weatherford ,OK,"10,185",4
Richmond Heights ,OH,"10,174",4
Millington ,TN,"10,165",4
Cape Canaveral ,FL,"10,147",4
Greencastle ,IN,"10,145",4
Andrews ,TX,"10,142",4
Lexington ,NE,"10,126",4
Cedartown ,GA,"10,123",4
Washington ,NC,"10,112",4
Westwego ,LA,"10,098",4
Prineville ,OR,"10,085",4
Mount Holly ,NC,"10,081",4
Jacksonville ,AL,"10,077",4
East Rutherford,NJ,"10,074",4
Lantana,FL,"10,071",4
Girard ,OH,"10,069",4
Farmersville ,CA,"10,056",4
Sussex,WI,"10,048",4
White House ,TN,"10,048",4
Columbia,PA,"10,033",4
Riverton ,WY,"10,032",4
Fort Mill,SC,"10,032",4
Dunn ,NC,"10,029",4
Manchester ,TN,"10,012",4
Spearfish ,SD,"10,010",4
DeRidder ,LA,"10,008",4
Placerville ,CA,"9,994",4
River Grove,IL,"9,992",4
Carroll ,IA,"9,985",4
Winfield,IL,"9,984",4
Lancaster ,SC,"9,981",4
Lawrenceburg ,KY,"9,978",4
Lovington ,NM,"9,975",4
Paris ,TN,"9,966",4
Exeter ,CA,"9,963",4
Valley ,AL,"9,962",4
Waynesboro,PA,"9,947",4
Newport ,OR,"9,943",4
Marysville ,MI,"9,943",4
Florida City ,FL,"9,935",4
Waconia ,MN,"9,934",4
Bethalto,IL,"9,933",4
Middlesborough ,KY,"9,929",4
St. Pete Beach ,FL,"9,927",4
Forest Acres ,SC,"9,925",4
Jacinto City ,TX,"9,923",4
Great Neck,NY,"9,923",4
Amityville,NY,"9,920",4
Portage ,WI,"9,919",4
Glenpool ,OK,"9,914",4
Elgin ,TX,"9,909",4
Darby,PA,"9,903",4
Sonoma ,CA,"9,893",4
Newcastle ,WA,"9,885",4
Alpine ,UT,"9,885",4
Weddington,NC,"9,882",4
Waynesville,NC,"9,877",4
Winslow ,AZ,"9,867",4
Beverly Hills,MI,"9,865",4
Jeannette ,PA,"9,859",4
Ecorse ,MI,"9,858",4
Harvard ,IL,"9,855",4
Astoria ,OR,"9,851",4
Hillsdale,NJ,"9,848",4
Rochelle ,IL,"9,847",4
Northampton,PA,"9,841",4
Potsdam,NY,"9,841",4
Troy ,IL,"9,840",4
Farmington ,MI,"9,839",4
Heber ,UT,"9,830",4
Bel Air,MD,"9,826",4
Safford ,AZ,"9,823",4
Sunbury ,PA,"9,819",4
Waterloo ,IL,"9,813",4
Melvindale ,MI,"9,812",4
Peru ,IL,"9,810",4
Rockport ,TX,"9,810",4
Cairo ,GA,"9,809",4
Jackson,WY,"9,806",4
Fairview ,OR,"9,805",4
Orange City ,FL,"9,799",4
Big Lake ,MN,"9,795",4
The Village ,OK,"9,769",4
Watervliet ,NY,"9,765",4
Mission ,KS,"9,765",4
Harrisonville ,MO,"9,749",4
Highland ,IL,"9,748",4
Key Biscayne,FL,"9,735",4
St. Francis ,WI,"9,733",4
Edgewood ,WA,"9,711",4
Sumner ,WA,"9,704",4
Howell ,MI,"9,694",4
Espanola ,NM,"9,691",4
Union ,MO,"9,684",4
Pleasanton ,TX,"9,681",4
Irondale ,AL,"9,677",4
Merrill ,WI,"9,670",4
Fort Oglethorpe ,GA,"9,663",4
Jefferson Hills,PA,"9,660",4
Silverton ,OR,"9,649",4
Sugar Grove,IL,"9,645",4
North Bend ,OR,"9,636",4
Bristol,PA,"9,635",4
Edgewater,NJ,"9,635",4
Clinton ,TN,"9,625",4
Capitola ,CA,"9,612",4
Arden Hills ,MN,"9,608",4
Monmouth ,OR,"9,607",4
Laurens ,SC,"9,599",4
New Hyde Park,NY,"9,596",4
Morrisville,PA,"9,594",4
Steamboat Springs ,CO,"9,592",4
Storm Lake ,IA,"9,591",4
London ,OH,"9,587",4
Emeryville ,CA,"9,583",4
Harrisburg ,IL,"9,582",4
Kinnelon,NJ,"9,582",4
Bellmead ,TX,"9,579",4
Havre ,MT,"9,575",4
Decatur ,IN,"9,574",4
Little Canada ,MN,"9,570",4
Perry ,IA,"9,569",4
Rye Brook,NY,"9,568",4
Berlin ,NH,"9,556",4
Miami Shores,FL,"9,551",4
Cedar Hills ,UT,"9,551",4
North College Hill ,OH,"9,549",4
Mound ,MN,"9,546",4
Palm Beach,FL,"9,535",4
Smithfield ,UT,"9,535",4
Marathon ,FL,"9,526",4
Raymondville ,TX,"9,522",4
Brentwood,PA,"9,522",4
Waldwick,NJ,"9,522",4
LaSalle ,IL,"9,520",4
Morehead City,NC,"9,513",4
Batesville ,AR,"9,511",4
Hackettstown,NJ,"9,511",4
Mount Airy ,NC,"9,501",4
Louisville ,OH,"9,459",4
Wapakoneta ,OH,"9,438",4
Waseca ,MN,"9,438",4
Warr Acres ,OK,"9,427",4
Garden City ,GA,"9,414",4
Baker City ,OR,"9,413",4
Warren ,PA,"9,403",4
Hamburg,NY,"9,400",4
Burlington ,NJ,"9,396",4
Grandview ,WA,"9,392",4
Gonzales ,LA,"9,390",4
Harrison ,OH,"9,387",4
Berkeley ,MO,"9,387",4
Clinton ,MO,"9,381",4
Independence ,OR,"9,375",4
Belmont ,NC,"9,374",4
Oregon,WI,"9,369",4
Hermantown ,MN,"9,361",4
Lone Tree ,CO,"9,348",4
Columbia ,IL,"9,342",4
Archdale ,NC,"9,332",4
Rainbow City ,AL,"9,324",4
Monmouth ,IL,"9,321",4
Bluffton ,IN,"9,320",4
Groton ,CT,"9,316",4
Eureka ,MO,"9,316",4
Shelby ,OH,"9,311",4
Flossmoor,IL,"9,309",4
Johnstown,CO,"9,309",4
Cody ,WY,"9,309",4
Rock Falls ,IL,"9,307",4
Alachua ,FL,"9,306",4
Harahan ,LA,"9,306",4
Waverly ,IA,"9,298",4
Pryor Creek ,OK,"9,293",4
Paris ,KY,"9,286",4
Cameron ,MO,"9,279",4
Shelton ,WA,"9,276",4
Monticello ,AR,"9,270",4
Red Oak ,TX,"9,255",4
Tipp City ,OH,"9,254",4
Covington ,TN,"9,253",4
Maysville ,KY,"9,246",4
Corte Madera,CA,"9,245",4
Independence ,KS,"9,245",4
Elkhorn ,WI,"9,244",4
Craig ,CO,"9,241",4
Commerce ,TX,"9,238",4
Bernalillo,NM,"9,237",4
Damascus ,OR,"9,236",4
Grovetown ,GA,"9,224",4
Alma ,MI,"9,223",4
Fairfield ,IA,"9,218",4
Ellisville ,MO,"9,212",4
Carbondale ,PA,"9,208",4
Pitman,NJ,"9,206",4
Oak Grove ,KY,"9,205",4
Shepherdsville ,KY,"9,203",4
Rifle ,CO,"9,202",4
Thomaston ,GA,"9,191",4
Fitzgerald ,GA,"9,185",4
Highland Park,TX,"9,184",4
Grinnell ,IA,"9,167",4
Toppenish ,WA,"9,166",4
Humboldt ,TN,"9,159",4
Jerome ,ID,"9,157",4
Covington ,LA,"9,155",4
Toccoa ,GA,"9,150",4
Wharton ,TX,"9,150",4
Taft ,CA,"9,147",4
Maywood,NJ,"9,145",4
Economy,PA,"9,136",4
Port Townsend ,WA,"9,133",4
Sheffield ,AL,"9,127",4
Le Mars ,IA,"9,127",4
Trinidad ,CO,"9,125",4
Cottage Grove ,OR,"9,124",4
Port Jervis ,NY,"9,111",4
Moundsville ,WV,"9,109",4
Burley ,ID,"9,105",4
Albion ,MI,"9,103",4
Royse City ,TX,"9,101",4
Coweta ,OK,"9,096",4
Newark,NY,"9,096",4
Ruidoso,NM,"9,096",4
Richmond Heights ,MO,"9,093",4
Essex Junction,VT,"9,056",4
Beaver Falls ,PA,"9,055",4
Glenwood Springs ,CO,"9,053",4
Grantsville ,UT,"9,049",4
Presque Isle ,ME,"9,045",4
Orange Park,FL,"9,043",4
Crete,IL,"9,041",4
Ingleside ,TX,"9,039",4
Glencoe,IL,"9,038",4
Brewer ,ME,"9,035",4
Lititz,PA,"9,034",4
Avon Park ,FL,"9,033",4
Elwood ,IN,"9,027",4
Delta ,CO,"9,020",4
Lapeer ,MI,"9,018",4
Bennettsville ,SC,"9,012",4
Scott ,LA,"9,010",4
Minneola ,FL,"9,006",4
West Point ,UT,"9,001",4
Hondo ,TX,"8,992",4
Socorro ,NM,"8,989",4
Charlotte ,MI,"8,984",4
Pulaski,VA,"8,983",4
Andalusia ,AL,"8,978",4
College Place ,WA,"8,978",4
Stuttgart ,AR,"8,971",4
Stallings,NC,"8,970",4
Malvern ,AR,"8,958",4
Warrenton,VA,"8,947",4
Brownfield ,TX,"8,947",4
Hillsboro ,TX,"8,941",4
Monett ,MO,"8,939",4
Sweet Home ,OR,"8,930",4
Russellville ,AL,"8,918",4
Park Ridge,NJ,"8,917",4
Edgewood ,KY,"8,910",4
Sheffield Lake ,OH,"8,905",4
Woodbury,NY,"8,904",4
North Haledon,NJ,"8,904",4
Heath ,OH,"8,903",4
Clinton ,SC,"8,892",4
Sitka  and,AK,"8,889",4
Bath ,ME,"8,885",4
Audubon,NJ,"8,883",4
Saline ,MI,"8,882",4
Lamesa ,TX,"8,880",4
Rockingham ,NC,"8,880",4
Malverne,NY,"8,880",4
La Plata,MD,"8,879",4
Franklin ,VA,"8,877",4
Waterford ,CA,"8,875",4
Grants ,NM,"8,871",4
Clinton ,NC,"8,868",4
Farmingdale,NY,"8,865",4
Park Hills ,MO,"8,851",4
Hoquiam ,WA,"8,848",4
Anaconda,MT,"8,843",4
Chanute ,KS,"8,843",4
Middletown,PA,"8,841",4
Barre ,VT,"8,837",4
Clanton ,AL,"8,836",4
DeForest,WI,"8,835",4
Sparta ,WI,"8,823",4
Sandy ,OR,"8,823",4
Norwalk ,IA,"8,821",4
Holly Springs ,GA,"8,818",4
Napoleon ,OH,"8,817",4
Woodway ,TX,"8,814",4
Aransas Pass ,TX,"8,810",4
Roscoe,IL,"8,807",4
Oak Brook,IL,"8,803",4
Springfield ,FL,"8,803",4
Pewaukee,WI,"8,801",4
Snohomish ,WA,"8,801",4
Kaufman ,TX,"8,794",4
Sturgeon Bay ,WI,"8,792",4
Mount Pleasant ,IA,"8,775",4
Flat Rock ,MI,"8,771",4
Boonville ,MO,"8,770",4
Clinton ,OK,"8,768",4
Cushing ,OK,"8,767",4
Swissvale,PA,"8,765",4
Mount Airy,MD,"8,761",4
Brandon ,SD,"8,757",4
Matawan,NJ,"8,754",4
Booneville ,MS,"8,749",4
Alamosa ,CO,"8,745",4
Grand Rapids ,MN,"8,743",4
Sallisaw ,OK,"8,742",4
Rawlins ,WY,"8,740",4
Willowbrook,IL,"8,739",4
Mechanicsburg,PA,"8,721",4
Canonsburg,PA,"8,717",4
Franklin ,NH,"8,713",4
Lake Villa,IL,"8,709",4
Chillicothe ,MO,"8,706",4
Woods Cross ,UT,"8,705",4
Paris ,IL,"8,699",4
Burlington ,WA,"8,697",4
Vernal ,UT,"8,696",4
Florence ,OR,"8,694",4
Augusta ,KS,"8,693",4
Hartland,WI,"8,692",4
Tiburon,CA,"8,676",4
Lake Park,FL,"8,668",4
Roxboro ,NC,"8,667",4
Reedsburg ,WI,"8,666",4
Shawano ,WI,"8,666",4
Tomah ,WI,"8,664",4
Closter,NJ,"8,659",4
Milton ,FL,"8,656",4
Quakertown,PA,"8,643",4
Oxford ,NC,"8,641",4
Perkasie,PA,"8,636",4
Greenwood ,AR,"8,635",4
Maplewood ,MO,"8,626",4
Granbury ,TX,"8,620",4
Alexandria ,KY,"8,620",4
Itasca,IL,"8,617",4
Cresskill,NJ,"8,615",4
Grosse Pointe Farms ,MI,"8,614",4
Tecumseh ,MI,"8,610",4
Cortez ,CO,"8,609",4
Kirby ,TX,"8,606",4
Alcoa ,TN,"8,606",4
Smyrna,DE,"8,603",4
Des Peres ,MO,"8,603",4
Rayne ,LA,"8,601",4
Kearney ,MO,"8,599",4
Leonia,NJ,"8,597",4
Centerton ,AR,"8,593",4
Bridge City ,TX,"8,593",4
Los Altos Hills,CA,"8,592",4
Colonie,NY,"8,591",4
Island Lake,IL,"8,588",4
Clarendon Hills,IL,"8,582",4
Clarksville ,AR,"8,579",4
Pismo Beach ,CA,"8,573",4
Siler City,NC,"8,564",4
Manteno,IL,"8,562",4
Madeira ,OH,"8,558",4
Lock Haven ,PA,"8,541",4
Willoughby Hills ,OH,"8,540",4
Gonzales ,CA,"8,537",4
Highland Heights ,OH,"8,533",4
Lewistown,PA,"8,528",4
Fallon ,NV,"8,525",4
Old Forge,PA,"8,524",4
Yorktown,IN,"8,523",4
Lynwood,IL,"8,519",4
Haledon,NJ,"8,517",4
Washington Terrace ,UT,"8,515",4
Milford ,DE,"8,511",4
Hornell ,NY,"8,508",4
Delavan ,WI,"8,505",4
Georgetown ,SC,"8,501",4
Margate City ,NJ,"8,501",4
Glenwood,IL,"8,489",4
Holmen,WI,"8,487",4
Plymouth ,MI,"8,487",4
Virginia ,MN,"8,480",4
Graham ,TX,"8,479",4
Thief River Falls ,MN,"8,472",4
Westlake Village ,CA,"8,469",4
Boonton,NJ,"8,469",4
Connellsville ,PA,"8,468",4
North Logan ,UT,"8,466",4
St. Joseph ,MI,"8,458",4
Upper Saddle River,NJ,"8,454",4
River Rouge ,MI,"8,449",4
Princeton ,IN,"8,447",4
Oakwood ,OH,"8,439",4
Johnstown ,NY,"8,438",4
Wynne ,AR,"8,437",4
Campbell ,OH,"8,436",4
Guntersville ,AL,"8,422",4
Dormont,PA,"8,420",4
Grimes ,IA,"8,419",4
Pleasant Hill ,IA,"8,414",4
Runnemede,NJ,"8,410",4
Conshohocken,PA,"8,409",4
Olney ,IL,"8,407",4
Southside ,AL,"8,407",4
Lowell,IN,"8,405",4
Santaquin ,UT,"8,400",4
Bradford ,PA,"8,391",4
Absecon ,NJ,"8,389",4
Orrville ,OH,"8,387",4
Cheviot ,OH,"8,385",4
Oberlin ,OH,"8,381",4
Bastrop ,TX,"8,378",4
Jerseyville ,IL,"8,373",4
Lake Geneva ,WI,"8,371",4
Collingdale,PA,"8,365",4
West Haven ,UT,"8,357",4
Wyoming ,OH,"8,355",4
Boaz ,AL,"8,349",4
Liberty ,TX,"8,347",4
Latrobe ,PA,"8,347",4
Brockport,NY,"8,342",4
Hillside,IL,"8,341",4
St. Anthony ,MN,"8,341",4
Airmont,NY,"8,339",4
West Long Branch,NJ,"8,339",4
Sandpoint ,ID,"8,337",4
Nevada ,MO,"8,327",4
Ludington ,MI,"8,324",4
Menominee ,MI,"8,324",4
Corbin ,KY,"8,324",4
Mount Rainier ,MD,"8,322",4
Bryan ,OH,"8,314",4
Indian Harbour Beach ,FL,"8,311",4
Clay ,AL,"8,308",4
Tuscumbia ,AL,"8,308",4
Perryton ,TX,"8,304",4
Eagle Point ,OR,"8,302",4
Brooksville ,FL,"8,292",4
Mentor-on-the-Lake ,OH,"8,288",4
Columbia City ,IN,"8,283",4
Wytheville,VA,"8,282",4
Whitefish ,MT,"8,281",4
Brazil ,IN,"8,272",4
Riverside,IL,"8,272",4
Baxter ,MN,"8,271",4
New Richmond ,WI,"8,259",4
Poteau ,OK,"8,258",4
Rice Lake ,WI,"8,257",4
Live Oak ,CA,"8,245",4
